,Categories,Closed Date Year,Description,Founded Date,Headquarters Location,Number of Founders,Number of Funding Rounds,Organization Name,Total Funding Amount,success
1457,"Apps, Crowdsourcing, Wireless",2019,Notify an entire local community about a missing child within seconds.,2014,"Longmont, Colorado, United States",2.0,3.0,Lassy Project,850120.0,0.0
1458,"Health Care, Medical",2019,GIE Medical,2018,"Plymouth, Minnesota, United States",,1.0,GIE Medical,2000000.0,0.0
1459,Information Technology,2019,Xomi is a technology company.,2017,"South Jordan, Utah, United States",,2.0,Xomi,5299312.0,0.0
1460,"Marketing, News, Social News",2019,"Firefly Media is a one-stop-shop that serves businesses through design, marketing, WordPress expertise, and branding.",2009,"Chapel Hill, North Carolina, United States",1.0,2.0,Firefly Media,589545.0,0.0
1461,"Automotive, Consumer Goods, Electronics, Hardware",2019,AutoBike designs and builds electronically controlled automatic shifting systems for bicycles.,2011,"Troy, Michigan, United States",2.0,7.0,AutoBike,593000.0,0.0
1462,"Enterprise Software, Finance, MMO Games, Software, Video Games",2019,Novel is a venture capital-funded startup helping users hire the right candidates for organizations.,2010,"Redmond, Washington, United States",1.0,3.0,Novel,2267282.0,0.0
1463,"Internet, Marketplace, Shopping, Sports",2019,"Krush is an online marketplace allowing users to discover branded products, and interact and share recommendations with others.",2010,"Newport Beach, California, United States",3.0,2.0,Krush,6500000.0,0.0
1464,Health Care,2019,AFTx,2015,"Westminster, Colorado, United States",1.0,1.0,AFTx,1335124.0,0.0
1465,"Mobile Payments, Point of Sale",2019,Whirl Pay instantly with your fingerprint.,2014,"South San Francisco, California, United States",3.0,2.0,Whirl,495000.0,0.0
1466,"Android, Apps, Business Development, Digital Media, Internet, iOS, Social Media",2019,"Dooda is an online social network that its enables users to connect with each other, and create and join local events.",2013,"Parma, Ohio, United States",1.0,3.0,Dooda Inc.,17098912.0,0.0
1467,"Business Development, Financial Services, Payments, Transaction Processing",2019,"Global Business Development. Jay Edward, CEO/Founder",2014,"Phoenix, Arizona, United States",,1.0,Lynxource Corporation,50000000.0,0.0
1468,"Financial Services, Mobile Payments, Payments",2019,PayTeller is part of a group of companies focused on bringing financial services to the under,2012,"Boca Raton, Florida, United States",1.0,1.0,Payteller,25000000.0,0.0
1469,"Electric Vehicle, Event Management, Scheduling, Web Apps",2019,"Evaline, Inc. is the breakthrough designer of intelligent electric vehicle management charging solutions for work, home and life.",2015,"Santa Cruz, California, United States",2.0,2.0,"Evaline, Inc.",125000.0,0.0
1470,"Analytics, Hospitality, Hotel, Lifestyle, Travel, Travel Agency",2019,Southeast Asia's Top Curated Hotels & Local Culture Ambassadors,2016,"Wilmington, Delaware, United States",1.0,3.0,INNAWAY,160000.0,0.0
1471,"Finance, Health Care, SaaS",2019,"Lincoln Peak Partners designs, delivers, hosts and supports health care, finance and extended enterprise SaaS-based solutions.",2011,"Newton, Massachusetts, United States",2.0,4.0,Lincoln Peak Partners,1133635.0,0.0
1472,"Enterprise Software, Humanitarian, Internet, Non Profit, Payments, Transaction Processing",2019,One4All is a digital giving platform.,2011,"Boise, Idaho, United States",2.0,2.0,One4All,1375000.0,0.0
1473,"Analytics, Apps, Developer APIs, Internet, Software",2019,Mevvy is an online platform that assists users with finding apps pertaining to their interests.,2012,"Miami Beach, Florida, United States",,2.0,Mevvy,70000.0,0.0
1474,"Hardware, Information Technology, Software",2019,WebTuner supplies hardware & software e for the next generation video distribution networks.,2010,"Redmond, Washington, United States",2.0,3.0,WebTuner,15174199.0,0.0
1475,"SaaS, Sales Automation",2019,"Illumineto is a cloud-based software company with products that accelerate and personalize the sales effort, shortening the buying process.",2015,"Gaithersburg, Maryland, United States",3.0,2.0,"Illumineto, Inc.",680000.0,0.0
1476,"Aerospace, Manufacturing, Product Design",2019,"Escape Dynamics designs, manufactures and builds advanced aerospace propulsion and infrastructure systems.",2010,"Broomfield, Colorado, United States",1.0,1.0,Escape Dynamics,125000.0,0.0
1477,"Enterprise Software, Finance, Market Research",2019,"Info Assembly is a market intelligence platform that facilitates data discovery by aggregating, analyzing, and linking relevant information.",2013,"Fayetteville, Arkansas, United States",4.0,2.0,Info Assembly,170000.0,0.0
1478,"Biopharma, Health Care, Medical Device",2019,Personalized medicine is about getting the right treatments to the right people at the right time.,2015,"Newport Beach, California, United States",1.0,2.0,BluePrintBio,7975000.0,0.0
1479,"Android, Apps, Blogging Platforms, GreenTech, iOS, Music, Outdoors, Social Media",2019,"Yonder, a social platform that connects the global outdoor community is owned by Green Mountain Digital is social platform a",2009,"Woodstock, Vermont, United States",2.0,5.0,"Green Mountain Digital, Inc.",9075000.0,0.0
1480,"Enterprise Software, Human Resources, Software",2019,sixQ Software is an enterprise assessment platform that enables businesses to obtain insights and analytics about their employees.,2015,"Quincy, Massachusetts, United States",2.0,1.0,sixQ Software,1000000.0,0.0
1481,"Health Diagnostics, Manufacturing, Medical, Medical Device",2019,Manufactures infectious disease testing devices,2016,"Mount Pleasant, South Carolina, United States",1.0,1.0,Test Anywhere Technology,749992.0,0.0
1482,"Energy Efficiency, Industrial Automation, Internet of Things",2019,Nexmatix has developed a revolutionary new pneumatic piston that redirects some of the lost energy back into the piston.,2011,"Brentwood, California, United States",1.0,2.0,NexMatix,460000.0,0.0
1483,"Health Care, Life Science",2019,Operates in the healthcare industry.,2015,"Cumming, Georgia, United States",,2.0,NantiBodyFc,242438200.0,0.0
1484,"E-Commerce, Fashion, Internet, iOS, Lifestyle, Local, Mobile, Mobile Payments, Search Engine",2019,Discovery shopping search engine targeting hyperlocal sales of boutiques nearby.,2013,"Santa Barbara, California, United States",3.0,1.0,Xwalker,1400000.0,0.0
1485,"Coupons, Customer Service, E-Commerce, Shopping",2019,NetPlenish offers a mobile shopping service that provides users with the lowest prices on the products and services listed on a website.,2011,"Ventura, California, United States",3.0,1.0,NetPlenish,1900000.0,0.0
1486,"E-Commerce Platforms, Marketplace",2019,Hatchery is a marketplace that connects people with people who make great food.,2013,"Boca Raton, Florida, United States",1.0,3.0,Hatchery,2350000.0,0.0
1487,"Cannabis, Consumer",2019,"Howl's is produces cannabis infused tincture, coconut oil, and more.",2017,"Providence, Rhode Island, United States",,2.0,Howl's,315000.0,0.0
1488,"Apps, Computer, Software",2019,"AppBugs, Inc. helps developers find security bugs in their apps and mobile app users identify the apps with security bugs on their devices.",2014,"Redmond, Washington, United States",2.0,1.0,App Bugs,700000.0,0.0
1489,"Freelance, Recruiting, Staffing Agency",2019,"Jobalo is an freelancing website that allows high school and college students to apply to part-time jobs, internships, and more.",2016,"Chapel Hill, North Carolina, United States",1.0,1.0,Jobalo,75000.0,0.0
1490,"Hardware, Software",2019,Gazoo provides hardware and software that adds hundreds of compute cores to industry standard servers.,2014,"Bryan, Texas, United States",4.0,2.0,Gazoo,1150000.0,0.0
1491,"Digital Marketing, E-Commerce, E-Commerce Platforms, Media and Entertainment, Publishing, SaaS, Social Media",2019,Zoomlean is a hub for all digital marketing tools that can help you manage all your Web-Marketing requirements under one single platform.,2016,"Piscataway, New Jersey, United States",2.0,1.0,ZoomLean,500000.0,0.0
1492,"Application Performance Management, Cloud Management, Database",2019,Obsdeck provides real-time insights into application and infrastructure performance.,2011,"Pleasanton, California, United States",2.0,4.0,Obsdeck Software,7250000.0,0.0
1493,"Music, Wearables, Wireless",2019,Budz are wireless ear buds that sync across different sets so you can listen to music with your friends.,2013,"Santa Barbara, California, United States",1.0,2.0,Budz,17000000.0,0.0
1494,"Biotechnology, Health Diagnostics",2019,USDS is an independent review body that provides third-party certification and evaluation of diagnostics for the healthcare industry.,2009,"Rockville, Maryland, United States",1.0,2.0,USDS,6108466.0,0.0
1495,"Apps, Delivery",2019,Dotodo is revolutionizing the door to door urban delivery business. Same day delivery market place for businesses and consumers.,2014,"Hawthorne, California, United States",1.0,2.0,"Dotodo, Inc",554139.0,0.0
1496,"Agriculture, Environmental Consulting, Information Technology, Natural Resources, Virtual Reality",2019,Develops agricultural spray technology that achieves superior crop coverage.,2011,"Boise, Idaho, United States",1.0,4.0,GenZ Technology,1566741.0,0.0
1497,"Developer Tools, EBooks, EdTech, Education, Internet, Mobile",2019,Enlightouch offers an e-learning platform with personalized and effective learning techniques.,2012,"Cupertino, California, United States",1.0,2.0,Enlightouch Inc.,1400000.0,0.0
1498,"Fashion, Mobile Apps, Shopping",2019,Flit offers an online shopping app enabling users to discover and shop across thousands of online stores.,2011,"Livermore, California, United States",1.0,1.0,Flit,750000.0,0.0
1499,"Fitness, Food and Beverage, Health Care, Nutrition, Personal Health",2019,Project One Nutrition produces nutritional supplements.,2016,"Wilson, Wyoming, United States",,1.0,Project One Nutrition,611274.0,0.0
1500,"B2B, Enterprise Software, Mobile, Network Security, Procurement, SaaS",2019,TradeSync offers mobile apps and SaaS-based solutions to synchronize B2B processes within and across companies.,2011,"Pleasanton, California, United States",,1.0,TradeSync,1400000.0,0.0
1501,"Fitness, Health Care, Water, Wellness",2019,Vyykn is providing a brilliant solution to a still unnoticed worldwide issue.,2011,"Eagle, Idaho, United States",1.0,1.0,Vyykn,1000000.0,0.0
1502,"Communities, Electronics, Health Care",2019,"SmartCare system, along with our competition, is able to provide data to the community",2012,"St. Charles, Missouri, United States",2.0,2.0,SmartCare system,200000.0,0.0
1503,"Food and Beverage, Health Care, Information Technology",2019,Wahi nutrition is operates in stealth mode.,2018,"Eden Prairie, Minnesota, United States",,1.0,Wahi nutrition,100000.0,0.0
1504,Travel,2019,Staton Techiya is a Technology based company.,2017,"Delray Beach, Florida, United States",,2.0,Staton Techiya,1500000.0,0.0
1505,"Messaging, Video",2019,Movy is an open system for video message conversations.,2014,"Wilmington, Delaware, United States",,1.0,Movy,300000.0,0.0
1506,"Baby, Fashion, Health Care",2019,The HUSH Hat filters out these startling sounds so that babies can sleep longer and wake happier.,2014,"Layton, Utah, United States",1.0,1.0,HUSH Baby,240000.0,0.0
1507,"Location Based Services, Mobile, Social Media",2019,Bevii operates a location-based social networking site to build relationships.,2013,"Chapel Hill, North Carolina, United States",,1.0,Bevii,300000.0,0.0
1508,"Apps, Food and Beverage, Mobile, Social Media",2019,Bizu is an app to send drinks and food to one's friends.,2014,"Miami Beach, Florida, United States",2.0,3.0,Bizu,350000.0,0.0
1509,"eSports, Sporting Goods, Sports",2019,"Hopkins Golf provides golfers with tour authentic, custom-built equipment at a factory direct price.",2013,"Newport Beach, California, United States",1.0,1.0,Hopkins Golf,1709041.0,0.0
1510,"Analytics, Software",2019,"Topple Track is a scalable, self-serve, content monitoring platform.",2012,"Asheville, North Carolina, United States",2.0,1.0,Topple Track,250000.0,0.0
1511,"Business Intelligence, Computer, Innovation Management, Software",2019,"Invisible Connect is a well-funded start-up technology company in Eau Claire, WI. We are focused on embracing new technology.",2014,"Eau Claire, Wisconsin, United States",1.0,2.0,Invisible Connect,3600000.0,0.0
1512,"E-Commerce, Tourism",2019,GoExcursion is a tours and activity marketplace.,2014,"Roswell, Georgia, United States",2.0,1.0,GoExcursion,5000000.0,0.0
