,company_name,description,industry_groups,headquarters
3817,Codecademy,Codecademy is a free web- and mobile-based platform that teaches employable digital skills to millions of users worldwide.,"Education, Curated Web",New York
3818,Canopy Labs,Canopy Labs is a customer analytics platform providing small and mid-sized enterprises predictions on their audiences' behavior and trends.,"Lead Generation, Analytics",California
3819,RethinkDB,RethinkDB is an open-source distributed NoSQL database storing JSON documents and scaling data for applications.,"Databases, Enterprise Software",California
3820,Tsumobi,tsumobi is developing a j2me compatible programming language to download mobile apps via the URL for tsumobi-enabled websites.,Software,Massachusetts
3821,42,Retail Technology,Enterprise Software,California
3822,140bets,140Fire.com is a Y Combinator-backed platform allowing advertisers and media buyers to create ad content and polls to overlay on videos.,"Entertainment, Sports, Real Time, Social Media, Video, Advertising",California
3823,6sense,6Sense is a B2B predictive intelligence engine for sales and marketing.,"Predictive Analytics, Analytics",California
3824,7 Cups of Tea,"7 Cups of Tea is a marketplace for emotional support. People contact us when they need to talk to somebody. If you are struggling and need to talk, then you have two options: family/friends or therapy. Family may judge you, not understand you, or simply not be the best listeners. Therapy, on the other hand, can be intimidating, costly and inconvenient. 7 Cups of Tea is in the middle. We match you up with trained active listeners that have passed a background check, a screening interview w/a mental health professional, and an advanced course in active listening. Active listeners are kind, compassionate and non-judgmental.","Health Care Services, Psychology",California
3825,Abacus,Making Expense Reports Obsolete,"SaaS, Software",New York
3826,Acunote,Acunote provides online project management and scrum software for enterprises.,"Collaboration, Analytics, Software, Project Management, Public Relations",California
3827,Airbrite,Modern E-commerce and Pre-orders,Software,California
3828,AirHelp,Get money when the airlines screw up your flight,"Transportation, Legal",California
3829,AirPair,Tech Expertise At Your Side,Software,California
3830,Anyvite,Anyvite is a free site allowing users to create event invitations and organize groups for parties.,"Events, Curated Web",Maryland
3831,AnyVivo,Buy Live Pets Online,"Animal Feed, Online Shopping, Pets, E-Commerce",California
3832,AppHarbor,AppHarbor is a .NET Platform-as-a-Service that deploys codes of developers to AppHarbor's scalable cloud platform.,Web Hosting,California
3833,AptDeco,Online pre-owned furniture marketplace,"Design, Home & Garden, Marketplaces, E-Commerce",New York
3834,Aptible,cloud compliance platform,"PaaS, Privacy, Security, Health and Insurance, Health Care, Enterprise Software",California
3835,Automatic,"Automatic is a Smart Driving Assistant that connects your car to your smartphone and makes driving safer, more efficient, and fun.","Big Data, Automotive, Mobile, User Experience Design",California
3836,Backpack,Airbnb for foreign products,"Social, Travel, Commerce, Local, Business",California
3837,Bannerman,On Demand Private Security,Curated Web,California
3838,BaseShield,Ninite is a service that enables users to automatically install applications for their operating systems.,"Virtualization, Security, Software",California
3839,Bayes Impact,Data Science for Social Impact Nonprofit,"Big Data, Data Mining, Non Profit",California
3840,Beep,Music in Every Room,"Consumer, Electronics, Wireless, Music, Mobile",California
3841,Beetailer,Beetailer is a service that allows e-commerce merchants to import their website's store to a tab on their Facebook page.,Software,California
3842,Bellabeat,The Quantified self pregnancy,"Health Care, Hardware + Software",California
3843,BigCalc,BigCalc provides financial analytics based on big data.,Finance,California
3844,Bikanta,Bikanta is introducing a revolutionary nanodiamond-based technology.,"Nanotechnology, Biotechnology",California
3845,BlockScore,Simple identity verification,"Identity, Software",California
3846,Boostable,Advertising for sellers on marketplaces,Advertising,California
3847,Bountii,Bountii is a price search engine focusing on electronics.,"Shopping, Search",California
3848,Cambly,Private Language Tutors On-Demand,Education,California
3849,Camperoo,OpenTable for Kids' Camps and Activities,"Market, E-Commerce",California
3850,Carlypso,Sell your car hassle-free. Get the money of a private sale with the convenience of a trade-in.,Automotive,California
3851,Casetext,Making all the world's laws free and understandable.,Legal,California
3852,Caviar,Caviar is a delivery solution for consumers to order food from local eateries with the ability to live-track the order on a map.,"Hospitality, Curated Web",California
3853,Checkr,Checkr seeks to automate the process of professional background checks.,"Software, Legal",California
3854,Clerky,Startup legal documents,"Legal, Software",California
3855,ClickFacts,ClickFacts is a malware software solutions company providing services for online media buyers and sellers.,Software,California
3856,CodeCombat,Online programming game.,"Games, Education",California
3857,CodeNow,CodeNow is a nonprofit focused on teaching under-represented youth to code. They provide free out-of-school training hosted at local tech,Nonprofits,California
3858,Collections,Finder for the Cloud,Software,California
